,date,sender,transaction_amount,balance,transaction_type
26344,17-10-2022,Bob,74.57,482.495361,withdrawal
26345,17-10-2022,Charlie,51.61,471.7715863,deposit
26346,17-10-2022,Alice,174.82,493.5866511,deposit
26347,17-10-2022,Eve,20.21,461.6403156,withdrawal
26348,18-10-2022,Alice,266.07,455.2778842,withdrawal
26349,18-10-2022,Charlie,396.53,178.4924015,withdrawal
26350,18-10-2022,David,133.93,230.8112932,withdrawal
26351,18-10-2022,Alice,197.5,537.4867263,deposit
26352,18-10-2022,David,46.57,498.8030326,withdrawal
26353,18-10-2022,Alice,36.49,346.5972434,withdrawal
26354,18-10-2022,Eve,53.15,381.1007693,withdrawal
26355,18-10-2022,Alice,48.37,420.0833369,deposit
26356,19-10-2022,David,138.17,937.899278,deposit
26357,19-10-2022,Eve,73.47,985.9558003,deposit
26358,19-10-2022,Alice,356.71,1235.426496,deposit
26359,19-10-2022,Alice,16.58,908.7625668,deposit
26360,19-10-2022,Charlie,228.51,1029.747134,deposit
26361,19-10-2022,Charlie,23.98,751.7337398,withdrawal
26362,20-10-2022,Eve,258.06,805.6069856,withdrawal
26363,20-10-2022,Bob,105.78,1076.577658,withdrawal
26364,20-10-2022,Charlie,28.06,1014.181747,deposit
26365,20-10-2022,Charlie,6.04,947.054838,withdrawal
26366,20-10-2022,Charlie,130.12,949.5896993,withdrawal
26367,20-10-2022,Eve,152.2,904.5886395,deposit
26368,20-10-2022,Alice,16.36,880.1951084,deposit
26369,20-10-2022,Eve,54.38,842.0602042,deposit
26370,20-10-2022,Charlie,463.77,360.8034371,withdrawal
26371,20-10-2022,David,82.95,888.726373,withdrawal
26372,21-10-2022,David,89.97,1503.67068,withdrawal
26373,21-10-2022,Alice,58.36,1441.369828,withdrawal
26374,21-10-2022,David,55.19,1464.041104,deposit
26375,21-10-2022,David,145.06,1224.456372,withdrawal
26376,21-10-2022,Eve,207.75,1221.268233,withdrawal
26377,21-10-2022,Bob,94.62,1153.702288,withdrawal
26378,21-10-2022,David,143.07,1098.447963,withdrawal
26379,21-10-2022,Charlie,624.22,611.0946844,withdrawal
26380,21-10-2022,Alice,19.97,1201.516176,deposit
26381,21-10-2022,Eve,779.7,2185.404815,deposit
26382,22-10-2022,Bob,124.51,1353.022152,withdrawal
26383,22-10-2022,Alice,3.64,1124.991869,withdrawal
26384,22-10-2022,David,124.97,1456.194357,deposit
26385,22-10-2022,David,169.13,1111.778276,withdrawal
26386,22-10-2022,Alice,291.46,1638.802927,deposit
26387,22-10-2022,Bob,43.33,1491.872183,withdrawal
26388,22-10-2022,David,42.66,1574.714966,withdrawal
26389,22-10-2022,Eve,80.38,1635.08587,deposit
26390,22-10-2022,David,340.1,1925.355847,deposit
26391,22-10-2022,Alice,338.57,1116.243176,withdrawal
26392,22-10-2022,Eve,277.84,1200.202575,withdrawal
26393,22-10-2022,Alice,44.7,1598.505004,withdrawal
26394,23-10-2022,Eve,106.92,1371.913588,withdrawal
26395,23-10-2022,Bob,65.73,1499.202887,withdrawal
26396,23-10-2022,Bob,321.54,2014.898112,deposit
26397,23-10-2022,Alice,415.64,1230.905018,withdrawal
26398,23-10-2022,Bob,161.01,1471.457282,withdrawal
26399,23-10-2022,Charlie,142.08,1694.970353,deposit
26400,23-10-2022,Charlie,431.16,1844.119389,deposit
26401,23-10-2022,Eve,20.64,1304.848577,deposit
26402,23-10-2022,Eve,234.67,978.1836189,withdrawal
26403,23-10-2022,Charlie,19.2,1134.708591,deposit
26404,23-10-2022,Alice,625.52,514.2513695,withdrawal
26405,23-10-2022,Charlie,224.61,1558.058594,deposit
26406,23-10-2022,Bob,165.82,1454.323845,deposit
26407,23-10-2022,Charlie,148.7,1436.882589,deposit
26408,24-10-2022,Charlie,216.17,1648.77982,withdrawal
26409,24-10-2022,Eve,86.79,2165.152993,deposit
26410,24-10-2022,Alice,457.6,2292.187982,deposit
26411,24-10-2022,Alice,76.58,1649.014561,withdrawal
26412,24-10-2022,Bob,31.74,1655.894119,deposit
26413,24-10-2022,Alice,37.61,1555.159468,withdrawal
26414,24-10-2022,Alice,207.61,1423.708151,withdrawal
26415,24-10-2022,Charlie,387.32,1202.796285,withdrawal
26416,24-10-2022,Charlie,40.61,1617.89074,withdrawal
26417,24-10-2022,Eve,2.42,1591.739231,withdrawal
26418,24-10-2022,Eve,279.73,1807.893377,deposit
26419,24-10-2022,Eve,621.36,895.586431,withdrawal
26420,24-10-2022,Charlie,59.72,1487.474322,withdrawal
26421,25-10-2022,Charlie,212.13,1653.205928,withdrawal
26422,25-10-2022,Alice,111.65,1821.160786,withdrawal
26423,25-10-2022,David,9.1,1902.681433,withdrawal
26424,25-10-2022,Bob,100.2,1988.460295,deposit
26425,25-10-2022,Alice,73.13,1911.689193,deposit
26426,25-10-2022,David,23.66,1764.381883,withdrawal
26427,25-10-2022,Bob,319.68,2217.202714,deposit
26428,25-10-2022,David,151.6,1939.221511,deposit
26429,25-10-2022,Bob,338.06,2212.118875,deposit
26430,25-10-2022,Bob,34.99,1978.280151,deposit
26431,25-10-2022,Eve,83.98,2103.061388,deposit
26432,26-10-2022,Bob,171.54,2239.686297,deposit
26433,26-10-2022,Bob,71.06,2157.862772,deposit
26434,26-10-2022,Charlie,594.78,1353.630888,withdrawal
26435,26-10-2022,Charlie,163.31,2105.106926,deposit
26436,26-10-2022,Alice,92.87,1845.649918,withdrawal
26437,26-10-2022,David,265.62,2325.30807,deposit
26438,26-10-2022,Eve,83.38,2060.317869,withdrawal
26439,27-10-2022,Eve,33.92,2229.949289,withdrawal
26440,27-10-2022,Charlie,71.9,2276.020516,withdrawal
26441,27-10-2022,Charlie,1.66,2326.26121,deposit
26442,27-10-2022,David,5,2234.730494,withdrawal
26443,28-10-2022,David,86.92,2181.452621,withdrawal
26444,28-10-2022,David,293.64,1879.439178,withdrawal
26445,28-10-2022,Eve,73.94,1883.775509,withdrawal
26446,28-10-2022,Charlie,164.04,1808.969409,withdrawal
26447,29-10-2022,Alice,67.68,2130.369556,deposit
26448,29-10-2022,David,110.39,2041.037854,deposit
26449,29-10-2022,Bob,12.12,1989.782441,withdrawal
26450,29-10-2022,Charlie,275.01,1602.240276,withdrawal
26451,29-10-2022,David,44.09,2052.963054,deposit
26452,29-10-2022,David,80.29,2132.23998,deposit
26453,29-10-2022,Bob,165,1681.049942,withdrawal
26454,29-10-2022,David,239.66,2224.507724,deposit
26455,29-10-2022,Alice,504.26,2574.378827,deposit
26456,29-10-2022,David,403.57,2340.098554,deposit
26457,30-10-2022,Bob,710.35,1284.229155,withdrawal
26458,30-10-2022,Eve,94.67,2156.975575,deposit
26459,30-10-2022,Alice,217.79,2287.494578,deposit
26460,30-10-2022,Eve,62.53,2137.525788,deposit
26461,30-10-2022,David,816.95,1277.55906,withdrawal
26462,30-10-2022,Charlie,39.79,2076.050321,withdrawal
26463,30-10-2022,David,474.39,1681.836009,withdrawal
26464,31-10-2022,David,709.45,1530.819419,withdrawal
26465,31-10-2022,Eve,1181.92,3546.547504,deposit
26466,31-10-2022,David,419.89,2648.542984,deposit
26467,31-10-2022,Bob,34.19,2207.344935,deposit
26468,31-10-2022,Eve,49.68,2047.745217,withdrawal
26469,31-10-2022,David,117.89,1999.974326,withdrawal
26470,31-10-2022,Alice,19.59,2241.374841,deposit
26471,31-10-2022,David,241.66,2351.089059,deposit
26472,31-10-2022,Eve,111.47,2204.201407,withdrawal
26473,31-10-2022,Charlie,158.24,2401.202193,deposit
26474,01-11-2022,David,35.49,2597.108712,deposit
26475,01-11-2022,David,17.92,2493.568865,deposit
26476,01-11-2022,Alice,27.11,2532.583934,withdrawal
26477,01-11-2022,Bob,38.8,2282.140684,withdrawal
26478,01-11-2022,David,344.25,2712.995111,deposit
26479,01-11-2022,Alice,515.96,1791.651942,withdrawal
26480,01-11-2022,Eve,505.07,2851.122775,deposit
26481,02-11-2022,Bob,106.9,3608.375593,deposit
26482,02-11-2022,Charlie,290.33,3192.747374,withdrawal
26483,02-11-2022,Bob,211.81,3674.586234,deposit
26484,02-11-2022,Eve,81.91,3397.135614,withdrawal
26485,02-11-2022,David,119.46,3626.069912,deposit
26486,02-11-2022,Charlie,572.61,3968.026168,deposit
26487,02-11-2022,Bob,47.43,3353.654208,withdrawal
26488,02-11-2022,Eve,73.48,2839.855549,withdrawal
26489,02-11-2022,Bob,6.99,3030.310909,deposit
26490,02-11-2022,David,86.72,2923.993628,withdrawal
26491,02-11-2022,Alice,566.98,2376.718825,withdrawal
26492,02-11-2022,David,345.7,2472.001643,withdrawal
26493,02-11-2022,Alice,244.93,2872.388783,withdrawal
26494,03-11-2022,Eve,756.83,2651.186955,withdrawal
26495,03-11-2022,Charlie,543.98,3984.9703,deposit
26496,03-11-2022,Alice,218.95,3108.962164,withdrawal
26497,03-11-2022,Charlie,208.81,3246.61971,withdrawal
26498,03-11-2022,Alice,26.28,3583.686183,withdrawal
26499,03-11-2022,Bob,65.96,3733.28274,withdrawal
26500,04-11-2022,Charlie,14.39,4077.40813,withdrawal
26501,04-11-2022,Eve,234.93,3849.242315,withdrawal
26502,04-11-2022,Eve,111.35,3785.256628,deposit
26503,04-11-2022,David,379.44,4368.106688,deposit
26504,04-11-2022,Charlie,110.37,3462.715062,withdrawal
26505,04-11-2022,David,90.19,3707.905732,withdrawal
26506,04-11-2022,Eve,396,3444.975595,withdrawal
26507,04-11-2022,Bob,366.3,3286.154226,withdrawal
26508,05-11-2022,Bob,13.02,4153.287883,deposit
26509,05-11-2022,Charlie,312.14,4552.333809,deposit
26510,05-11-2022,Charlie,160.69,4612.787358,deposit
26511,05-11-2022,Alice,162.33,4646.632798,deposit
26512,05-11-2022,Alice,94.54,4387.761591,withdrawal
26513,06-11-2022,Bob,177.62,3603.941648,withdrawal
26514,06-11-2022,Charlie,185.91,4073.423441,deposit
26515,06-11-2022,Bob,55.49,4066.374207,deposit
26516,06-11-2022,Alice,591.82,3608.426685,withdrawal
26517,06-11-2022,Bob,60.34,4297.230162,withdrawal
26518,06-11-2022,Eve,142.3,4487.541542,deposit
26519,06-11-2022,Charlie,467.3,3851.769575,withdrawal
26520,06-11-2022,David,347.6,3937.369736,withdrawal
26521,07-11-2022,Bob,188.13,3490.389546,withdrawal
26522,07-11-2022,Bob,166.13,3515.240648,withdrawal
26523,07-11-2022,Charlie,21.11,3809.951255,deposit
26524,07-11-2022,Alice,106.37,3894.605454,deposit
26525,07-11-2022,David,849.72,2785.294326,withdrawal
26526,07-11-2022,Eve,18.47,3616.613735,deposit
26527,07-11-2022,Alice,221.51,3330.246696,withdrawal
26528,07-11-2022,David,449.43,3259.077559,withdrawal
26529,07-11-2022,Charlie,44.79,3648.628086,withdrawal
26530,08-11-2022,Charlie,14.61,3923.815733,withdrawal
26531,08-11-2022,Alice,147.27,3825.794386,withdrawal
26532,08-11-2022,Bob,43.87,3887.017271,withdrawal
26533,08-11-2022,Charlie,55.35,3819.479402,withdrawal
26534,08-11-2022,David,6.17,3904.610079,deposit
26535,08-11-2022,David,324.32,4070.041359,deposit
26536,08-11-2022,Charlie,248.18,3726.539273,withdrawal
26537,09-11-2022,Charlie,161.24,3799.761898,withdrawal
26538,09-11-2022,David,31.97,3858.921977,withdrawal
26539,09-11-2022,Charlie,40.75,3884.375153,withdrawal
26540,09-11-2022,David,243.11,4268.252917,deposit
26541,09-11-2022,Alice,189.41,3795.218676,withdrawal
26542,09-11-2022,Charlie,587.39,3205.49067,withdrawal
26543,09-11-2022,Bob,78.14,3846.866641,withdrawal
26544,09-11-2022,Bob,48.26,3969.5363,deposit
26545,10-11-2022,Bob,457.51,3629.517389,withdrawal
26546,10-11-2022,Bob,63.77,3922.486245,withdrawal
26547,10-11-2022,Eve,597.61,4585.919624,deposit
26548,10-11-2022,Charlie,47.84,4097.236347,withdrawal
26549,10-11-2022,Charlie,188.52,4379.565936,deposit
26550,10-11-2022,David,161.25,4252.651064,deposit
26551,10-11-2022,Charlie,69.58,4132.049621,deposit
26552,10-11-2022,Bob,715.09,4841.615296,deposit
26553,10-11-2022,Alice,213.27,4156.355583,deposit
26554,10-11-2022,Eve,482.64,4501.135089,deposit
26555,11-11-2022,David,68.14,4125.017671,deposit
26556,11-11-2022,David,22.51,4273.332863,deposit
26557,11-11-2022,Bob,173.4,4024.994737,withdrawal
26558,11-11-2022,Charlie,80.4,4258.170166,deposit
26559,11-11-2022,Charlie,128.94,4044.016645,withdrawal
26560,11-11-2022,David,25.31,4166.683892,deposit
26561,11-11-2022,Eve,56.16,4065.776781,deposit
26562,11-11-2022,Charlie,190.69,3812.293135,withdrawal
26563,11-11-2022,Alice,15.23,4083.353336,deposit
26564,11-11-2022,Bob,139.69,3835.284603,withdrawal
26565,11-11-2022,David,80.86,4028.339578,withdrawal
26566,12-11-2022,Alice,346.84,5101.545173,deposit
26567,12-11-2022,Alice,312.31,4392.603938,withdrawal
26568,12-11-2022,Charlie,410.66,4496.205317,withdrawal
26569,12-11-2022,Alice,541.41,5333.362757,deposit
26570,12-11-2022,Eve,128.69,5058.681837,deposit
26571,12-11-2022,Alice,301.81,4507.799966,withdrawal
26572,12-11-2022,Charlie,258.07,4965.674345,deposit
26573,12-11-2022,David,59.97,4588.485843,withdrawal
26574,12-11-2022,Alice,536.27,5005.446625,deposit
26575,12-11-2022,David,16.45,4462.09194,deposit
26576,12-11-2022,Eve,124.67,4393.657094,withdrawal
26577,12-11-2022,Eve,57.87,4859.064404,deposit
26578,13-11-2022,David,20.54,4593.956484,deposit
26579,13-11-2022,Alice,189.16,4873.135731,deposit
26580,13-11-2022,Eve,26.5,4795.416802,withdrawal
26581,13-11-2022,Bob,139.94,4718.436992,deposit
26582,13-11-2022,Alice,44.08,4488.747813,withdrawal
26583,13-11-2022,Charlie,149.36,4525.063804,withdrawal
26584,13-11-2022,David,86.23,4832.644688,deposit
26585,13-11-2022,Bob,454.33,4266.891099,withdrawal
26586,13-11-2022,David,271.45,4409.983621,withdrawal
26587,13-11-2022,Alice,207.93,4371.529212,withdrawal
26588,14-11-2022,David,180.63,4871.248676,deposit
26589,14-11-2022,Alice,90.81,4567.191034,withdrawal
26590,14-11-2022,Charlie,122.52,4701.333139,deposit
26591,14-11-2022,Bob,11.82,4747.738931,withdrawal
26592,14-11-2022,Eve,115.73,4512.160738,withdrawal
26593,14-11-2022,Bob,23.71,4547.538816,withdrawal
26594,14-11-2022,Charlie,123.85,4451.643543,withdrawal
26595,14-11-2022,Alice,139.98,4525.517311,withdrawal
26596,14-11-2022,Charlie,226.52,4499.244277,withdrawal
26597,15-11-2022,David,346.91,5122.055853,withdrawal
26598,15-11-2022,Eve,128.95,5473.158702,withdrawal
26599,15-11-2022,Bob,402.86,5095.145807,withdrawal
26600,15-11-2022,Alice,75.18,5262.987482,deposit
26601,15-11-2022,Bob,58.34,5011.849671,withdrawal
26602,15-11-2022,Bob,53.89,5246.912691,withdrawal
26603,15-11-2022,Bob,152.14,5026.371217,deposit
26604,15-11-2022,Charlie,27.47,4917.970438,deposit
26605,15-11-2022,David,107.73,4907.881832,deposit
26606,15-11-2022,Bob,103.07,4755.062539,deposit
26607,15-11-2022,Alice,624.25,5393.918244,deposit
26608,15-11-2022,Charlie,774.76,5658.01855,deposit
26609,16-11-2022,Alice,379.54,4959.299733,withdrawal
26610,16-11-2022,Alice,276.53,5033.572239,withdrawal
26611,16-11-2022,Charlie,60.5,5360.582727,deposit
26612,16-11-2022,Bob,7.18,5259.769029,withdrawal
26613,16-11-2022,Bob,30.93,5329.624922,deposit
26614,16-11-2022,Bob,238.77,5043.603628,withdrawal
26615,17-11-2022,Alice,270.93,5230.640998,withdrawal
26616,17-11-2022,David,19.72,5479.9848,deposit
26617,17-11-2022,David,218.25,5223.578015,withdrawal
26618,17-11-2022,Eve,512.95,4815.943185,withdrawal
26619,17-11-2022,Charlie,55.93,5065.654244,deposit
26620,17-11-2022,Eve,290.81,5315.516863,deposit
26621,17-11-2022,Alice,269.84,5466.3467,deposit
26622,17-11-2022,Bob,33.22,5168.029366,withdrawal
26623,18-11-2022,Bob,191.25,6114.70008,deposit
26624,18-11-2022,David,9.47,5709.494104,deposit
26625,18-11-2022,David,269.51,5306.651644,withdrawal
26626,18-11-2022,Charlie,466.42,6108.332501,deposit
26627,18-11-2022,David,666.26,5064.34083,withdrawal
26628,18-11-2022,Charlie,134.42,5487.457103,withdrawal
26629,18-11-2022,David,214.44,5336.612983,withdrawal
26630,18-11-2022,Charlie,13.08,5541.76268,deposit
26631,18-11-2022,Alice,106.36,5639.004476,deposit
26632,18-11-2022,Charlie,120.1,5554.369893,withdrawal
26633,19-11-2022,Charlie,198.97,5774.890179,withdrawal
26634,19-11-2022,Bob,5.38,6072.000792,deposit
26635,19-11-2022,Alice,309.37,6343.054843,deposit
26636,19-11-2022,David,33.36,5957.207223,withdrawal
26637,19-11-2022,Eve,241.64,5524.827645,withdrawal
26638,20-11-2022,Bob,132.05,5756.600956,withdrawal
26639,20-11-2022,Alice,7.71,5918.200978,deposit
26640,20-11-2022,Charlie,190.22,5691.076214,withdrawal
26641,20-11-2022,Charlie,147.12,5755.627161,withdrawal
26642,21-11-2022,David,0.77,6209.091539,deposit
26643,21-11-2022,Eve,71.31,6166.839637,deposit
26644,21-11-2022,Charlie,416.82,6543.75391,deposit
26645,21-11-2022,Charlie,278.56,6008.075183,withdrawal
26646,21-11-2022,Eve,670.49,6831.836716,deposit
26647,21-11-2022,Charlie,301.64,5957.683008,withdrawal
26648,21-11-2022,Alice,70.68,5946.832258,withdrawal
26649,21-11-2022,David,91.35,6046.541392,deposit
26650,21-11-2022,Alice,547.56,5534.548292,withdrawal
26651,21-11-2022,Alice,129.59,5774.191264,withdrawal
26652,21-11-2022,David,109.03,6027.220891,deposit
26653,22-11-2022,Bob,64.24,6476.362672,deposit
26654,22-11-2022,Alice,209.28,6565.626136,deposit
26655,22-11-2022,Alice,210.33,5951.8356,withdrawal
26656,22-11-2022,Eve,71.59,6245.295918,deposit
26657,22-11-2022,Eve,4.76,6192.55158,withdrawal
26658,22-11-2022,Charlie,138.24,6422.30334,deposit
26659,22-11-2022,David,237.77,6520.224544,deposit
26660,22-11-2022,Eve,479.05,5593.037308,withdrawal
26661,22-11-2022,Alice,366.03,5670.015319,withdrawal
26662,22-11-2022,Charlie,82.53,6198.676777,deposit
26663,22-11-2022,Bob,31.33,6182.077175,deposit
26664,22-11-2022,Eve,22.55,6056.555957,withdrawal
26665,22-11-2022,David,171.43,5890.884975,withdrawal
26666,22-11-2022,Alice,99.14,5932.873498,withdrawal
26667,23-11-2022,Charlie,503.92,6992.78602,deposit
26668,23-11-2022,David,181.89,6549.480396,deposit
26669,23-11-2022,Charlie,338.08,6616.568575,deposit
26670,23-11-2022,Bob,14.35,6214.237434,withdrawal
26671,23-11-2022,David,177.59,6290.610798,withdrawal
26672,24-11-2022,Charlie,83.09,6506.628099,withdrawal
26673,24-11-2022,Bob,332.43,7047.516582,deposit
26674,24-11-2022,Bob,50.32,6722.685169,deposit
26675,24-11-2022,Bob,76.62,6649.116632,withdrawal
26676,24-11-2022,Eve,301.95,6398.881104,withdrawal
26677,24-11-2022,Bob,675.58,7330.353467,deposit
26678,24-11-2022,Bob,84.81,6669.224843,withdrawal
26679,24-11-2022,Alice,302.77,6981.146269,deposit
26680,24-11-2022,Charlie,125.76,6608.079327,deposit
26681,24-11-2022,Eve,188.54,6168.3824,withdrawal
26682,24-11-2022,Charlie,178.12,6500.899535,deposit
26683,24-11-2022,Eve,47.05,6389.827828,deposit
26684,24-11-2022,Bob,2.26,6734.731747,withdrawal
26685,25-11-2022,David,44.6,6810.890851,deposit
26686,25-11-2022,Charlie,173.59,6547.663965,withdrawal
26687,25-11-2022,Alice,141.84,6420.460999,withdrawal
26688,25-11-2022,Alice,109.87,6678.523621,deposit
26689,26-11-2022,Alice,157.49,6499.261746,deposit
26690,26-11-2022,Alice,98.6,6265.265677,withdrawal
26691,26-11-2022,David,21.87,6209.21326,withdrawal
26692,26-11-2022,Bob,132.61,6411.439533,deposit
26693,26-11-2022,Alice,24.93,6439.399226,withdrawal
26694,26-11-2022,Alice,118.5,6391.665373,withdrawal
26695,26-11-2022,Eve,100.58,6785.097115,deposit
26696,26-11-2022,Alice,301.16,6999.874164,deposit
26697,26-11-2022,Alice,690.8,6113.724415,withdrawal
26698,26-11-2022,Alice,21.7,6631.847725,withdrawal
26699,26-11-2022,David,242.37,6895.970649,deposit
26700,26-11-2022,David,111.01,6561.84615,withdrawal
26701,26-11-2022,Charlie,4.25,6662.869825,deposit
26702,27-11-2022,Eve,91.55,6459.220963,deposit
26703,27-11-2022,Alice,172.82,6449.075421,deposit
26704,27-11-2022,Charlie,840.58,7178.667628,deposit
26705,27-11-2022,Eve,56.42,6397.905937,deposit
26706,28-11-2022,Charlie,1274.34,5016.522463,withdrawal
26707,28-11-2022,Bob,255.46,6635.370717,deposit
26708,28-11-2022,Eve,743.13,7423.459535,deposit
26709,28-11-2022,Alice,236.15,6309.62043,withdrawal
26710,28-11-2022,Eve,32.8,6551.328992,deposit
26711,28-11-2022,Alice,75.63,6601.506156,deposit
26712,28-11-2022,David,331.37,6061.779639,withdrawal
26713,28-11-2022,David,203.23,6649.754742,deposit
26714,28-11-2022,Charlie,127.48,6307.145192,withdrawal
26715,28-11-2022,Alice,166.26,6137.984239,withdrawal
26716,29-11-2022,Alice,48.63,6809.027096,deposit
26717,29-11-2022,Bob,297.71,6362.62532,withdrawal
26718,29-11-2022,Bob,40.77,6750.885062,deposit
26719,29-11-2022,Alice,586.66,6056.216166,withdrawal
26720,29-11-2022,Bob,84.67,6750.022355,deposit
26721,29-11-2022,David,198.15,6194.582814,withdrawal
26722,29-11-2022,Alice,61.19,6392.382486,withdrawal
26723,29-11-2022,Charlie,121.89,6502.474682,deposit
26724,29-11-2022,David,30.58,6585.4088,deposit
26725,30-11-2022,Eve,163.07,6639.199647,withdrawal
26726,30-11-2022,Eve,330.75,7092.147825,deposit
26727,30-11-2022,Eve,437.56,6339.878358,withdrawal
26728,30-11-2022,Alice,1.13,6699.299445,deposit
26729,30-11-2022,Eve,731.1,7427.815342,deposit
26730,30-11-2022,Bob,109.61,6534.025871,withdrawal
26731,30-11-2022,Eve,20.2,6569.648919,deposit
26732,30-11-2022,Alice,120.75,6821.464401,deposit
26733,30-11-2022,Eve,25.24,6739.982109,withdrawal
26734,30-11-2022,Eve,59.89,6636.228447,withdrawal
26735,01-12-2022,Charlie,43.75,6403.412934,withdrawal
26736,01-12-2022,Eve,202.44,6779.364617,deposit
26737,01-12-2022,Eve,89.01,6552.59701,withdrawal
26738,01-12-2022,Alice,51.71,6429.371208,withdrawal
26739,02-12-2022,Charlie,480.9,6186.687888,withdrawal
26740,02-12-2022,Alice,11.62,6531.798254,withdrawal
26741,02-12-2022,David,56,6497.824153,withdrawal
26742,02-12-2022,Charlie,218.97,6930.199602,deposit
26743,02-12-2022,Alice,873.99,5834.040505,withdrawal
26744,02-12-2022,David,228.73,6550.589931,withdrawal
26745,02-12-2022,Eve,10.81,6882.038234,deposit
26746,03-12-2022,Charlie,526.87,7742.283833,deposit
26747,03-12-2022,Eve,138.38,7319.725839,deposit
26748,03-12-2022,Charlie,99.46,7176.159224,withdrawal
26749,03-12-2022,Eve,63.95,7327.787051,withdrawal
26750,03-12-2022,Eve,93.29,7448.078993,deposit
26751,03-12-2022,David,34.25,7033.165103,withdrawal
26752,03-12-2022,Bob,85.44,6914.328913,withdrawal
26753,03-12-2022,Alice,39.41,6935.26602,withdrawal
26754,03-12-2022,Bob,40.25,7301.03804,deposit
26755,04-12-2022,David,1002.6,8049.259407,deposit
26756,04-12-2022,Bob,3.98,6981.644182,deposit
26757,04-12-2022,David,136.15,6867.945713,withdrawal
26758,04-12-2022,Bob,278.93,6848.447184,withdrawal
26759,04-12-2022,Alice,15.22,7260.954685,withdrawal
26760,04-12-2022,David,566.68,6656.246249,withdrawal
26761,04-12-2022,Alice,555.19,6750.080442,withdrawal
26762,05-12-2022,Charlie,61.14,7643.116431,deposit
26763,05-12-2022,Bob,7.01,7521.0385,withdrawal
26764,05-12-2022,Eve,423.58,7114.90334,withdrawal
26765,05-12-2022,Charlie,70.57,7626.053823,withdrawal
26766,05-12-2022,Eve,455.58,7136.913714,withdrawal
26767,05-12-2022,David,174.2,7199.83989,withdrawal
26768,05-12-2022,Charlie,308.12,7004.736195,withdrawal
26769,05-12-2022,David,6.9,7523.543753,deposit
26770,05-12-2022,Bob,46.74,7260.286671,deposit
26771,06-12-2022,David,270.5,7894.066129,deposit
26772,06-12-2022,Charlie,25.53,7595.32832,withdrawal
26773,06-12-2022,Charlie,313.01,8083.981648,deposit
26774,06-12-2022,Alice,373.66,8122.023044,deposit
26775,06-12-2022,Eve,12.22,7776.365636,deposit
26776,06-12-2022,Alice,78.98,7904.473548,deposit
26777,06-12-2022,Charlie,95.51,7635.797424,deposit
26778,07-12-2022,Eve,262.94,7652.330886,deposit
26779,07-12-2022,Bob,122.71,7196.479279,withdrawal
26780,07-12-2022,David,196.21,7068.731729,withdrawal
26781,07-12-2022,Bob,34.61,7266.489683,withdrawal
26782,07-12-2022,Alice,59.14,7453.071991,withdrawal
26783,07-12-2022,David,92.7,7407.197225,withdrawal
26784,07-12-2022,David,620.88,6976.727269,withdrawal
26785,07-12-2022,Eve,193.36,7240.767613,withdrawal
26786,08-12-2022,Alice,172.94,7475.390813,deposit
26787,08-12-2022,Eve,38.86,7188.196453,deposit
26788,08-12-2022,Charlie,554.12,7624.243496,deposit
26789,08-12-2022,Eve,119.12,7121.709863,deposit
26790,08-12-2022,Alice,272.96,6683.753856,withdrawal
26791,09-12-2022,Bob,16.54,6911.786263,withdrawal
26792,09-12-2022,Eve,16.19,6872.711694,deposit
26793,09-12-2022,Charlie,203.7,6828.967587,withdrawal
26794,09-12-2022,Alice,370.99,7345.26343,deposit
26795,09-12-2022,Eve,400.9,7450.039042,deposit
26796,09-12-2022,Alice,151.83,7073.639258,deposit
26797,09-12-2022,Alice,82.2,6861.09325,withdrawal
26798,10-12-2022,Bob,341.16,7325.898798,deposit
26799,10-12-2022,Charlie,89.04,6874.446285,withdrawal
26800,10-12-2022,Eve,225.41,7146.436157,deposit
26801,10-12-2022,Alice,353.2,6499.994554,withdrawal
26802,11-12-2022,Bob,532.17,6473.397273,withdrawal
26803,11-12-2022,Charlie,56.04,6956.000146,withdrawal
26804,11-12-2022,Eve,444.36,6429.67794,withdrawal
26805,11-12-2022,Bob,175.76,6743.320049,withdrawal
26806,11-12-2022,Eve,268.9,6731.744846,withdrawal
26807,11-12-2022,Charlie,47.3,6939.052351,withdrawal
26808,11-12-2022,Charlie,156.71,6761.727289,withdrawal
26809,11-12-2022,Alice,234.83,6719.912687,withdrawal
26810,11-12-2022,David,434.05,6430.001529,withdrawal
26811,11-12-2022,Charlie,836.46,6109.605864,withdrawal
26812,11-12-2022,Bob,31.06,6960.483801,deposit
26813,11-12-2022,Bob,450.62,7494.948242,deposit
26814,12-12-2022,Charlie,630.32,6945.399768,withdrawal
26815,12-12-2022,Alice,67.72,7643.067139,deposit
26816,12-12-2022,Alice,71.53,7418.70918,withdrawal
26817,12-12-2022,Alice,496,8078.287093,deposit
26818,12-12-2022,Bob,106.89,7604.929513,deposit
26819,12-12-2022,Eve,9.45,7287.148965,withdrawal
26820,12-12-2022,Bob,13.89,6920.476396,withdrawal
26821,12-12-2022,Alice,313.99,7024.5584,withdrawal
26822,13-12-2022,Charlie,161.38,7760.214699,deposit
26823,13-12-2022,Alice,190.23,7505.786302,withdrawal
26824,13-12-2022,Alice,456.71,7340.607052,withdrawal
26825,14-12-2022,Alice,35.73,7668.545594,withdrawal
26826,14-12-2022,Charlie,25.25,7683.853922,withdrawal
